,Firms,Year,Connections
6257,SCHLOSS WACHENHEIM AG,2009,0
6258,SCHLOSS WACHENHEIM AG,2010,5
6259,SCHLOSS WACHENHEIM AG,2011,4
6260,SCHLOSS WACHENHEIM AG,2012,4
6261,SCHLOSS WACHENHEIM AG,2013,4
6262,SCHLOSS WACHENHEIM AG,2014,0
6263,SCHLOSS WACHENHEIM AG,2015,0
6264,SCHLOSS WACHENHEIM AG,2016,0
6265,SCHLOSS WACHENHEIM AG,2017,0
6266,SCHLOSS WACHENHEIM AG,2018,0
6267,SCHLOSS WACHENHEIM AG,2019,0
6268,TAG IMMOBILIEN AG,2006,0
6269,TAG IMMOBILIEN AG,2007,0
6270,TAG IMMOBILIEN AG,2008,1
6271,TAG IMMOBILIEN AG,2009,1
6272,TAG IMMOBILIEN AG,2010,6
6273,TAG IMMOBILIEN AG,2011,6
6274,TAG IMMOBILIEN AG,2012,9
6275,TAG IMMOBILIEN AG,2013,9
6276,TAG IMMOBILIEN AG,2014,0
6277,TAG IMMOBILIEN AG,2015,0
6278,TAG IMMOBILIEN AG,2016,0
6279,TAG IMMOBILIEN AG,2017,0
6280,TAG IMMOBILIEN AG,2018,0
6281,TAG IMMOBILIEN AG,2019,0
6282,TC UNTERHALTUNGSELEKTRONIK,2006,0
6283,TC UNTERHALTUNGSELEKTRONIK,2007,0
6284,TC UNTERHALTUNGSELEKTRONIK,2008,0
6285,TC UNTERHALTUNGSELEKTRONIK,2010,0
6286,TC UNTERHALTUNGSELEKTRONIK,2011,0
6287,TC UNTERHALTUNGSELEKTRONIK,2012,0
6288,TC UNTERHALTUNGSELEKTRONIK,2013,0
6289,TC UNTERHALTUNGSELEKTRONIK,2014,0
6290,TC UNTERHALTUNGSELEKTRONIK,2015,0
6291,TC UNTERHALTUNGSELEKTRONIK,2016,0
6292,TC UNTERHALTUNGSELEKTRONIK,2017,0
6293,TC UNTERHALTUNGSELEKTRONIK,2018,0
6294,TC UNTERHALTUNGSELEKTRONIK,2019,0
6295,TRIPLAN AG,2006,0
6296,TRIPLAN AG,2007,0
6297,TRIPLAN AG,2008,0
6298,TRIPLAN AG,2009,0
6299,TRIPLAN AG,2010,3
6300,TRIPLAN AG,2011,3
6301,TRIPLAN AG,2012,3
6302,TRIPLAN AG,2013,3
6303,TRIPLAN AG,2014,0
6304,TRIPLAN AG,2015,0
6305,TRIPLAN AG,2016,0
6306,WASGAU PRODUKTIONS & HANDELS,2006,0
6307,WASGAU PRODUKTIONS & HANDELS,2007,0
6308,WASGAU PRODUKTIONS & HANDELS,2008,0
6309,WASGAU PRODUKTIONS & HANDELS,2009,0
6310,WASGAU PRODUKTIONS & HANDELS,2010,4
6311,WASGAU PRODUKTIONS & HANDELS,2011,4
6312,WASGAU PRODUKTIONS & HANDELS,2012,4
6313,WASGAU PRODUKTIONS & HANDELS,2013,7
6314,WASGAU PRODUKTIONS & HANDELS,2014,0
6315,WASGAU PRODUKTIONS & HANDELS,2015,0
6316,WASGAU PRODUKTIONS & HANDELS,2016,0
6317,WASGAU PRODUKTIONS & HANDELS,2017,0
6318,WASGAU PRODUKTIONS & HANDELS,2018,0
6319,WASGAU PRODUKTIONS & HANDELS,2019,0
6320,WEBAC-HOLDING AG,2006,0
6321,WEBAC-HOLDING AG,2007,0
6322,WEBAC-HOLDING AG,2008,0
6323,WEBAC-HOLDING AG,2009,0
6324,WEBAC-HOLDING AG,2010,0
6325,WEBAC-HOLDING AG,2011,0
6326,WEBAC-HOLDING AG,2012,0
6327,WEBAC-HOLDING AG,2013,0
6328,WEBAC-HOLDING AG,2014,0
6329,WEBAC-HOLDING AG,2015,0
6330,WEBAC-HOLDING AG,2016,0
6331,WEBAC-HOLDING AG,2017,0
6332,WEBAC-HOLDING AG,2018,0
6333,WEBAC-HOLDING AG,2019,0
6334,SPORTTOTAL AG,2006,0
6335,SPORTTOTAL AG,2007,0
6336,SPORTTOTAL AG,2008,0
6337,SPORTTOTAL AG,2009,0
6338,SPORTTOTAL AG,2010,1
6339,SPORTTOTAL AG,2011,2
6340,SPORTTOTAL AG,2012,2
6341,SPORTTOTAL AG,2013,3
6342,SPORTTOTAL AG,2014,0
6343,SPORTTOTAL AG,2015,0
6344,SPORTTOTAL AG,2016,0
6345,SPORTTOTAL AG,2017,0
6346,SPORTTOTAL AG,2018,0
6347,SPORTTOTAL AG,2019,0
6348,CAPITAL STAGE AG,2006,0
6349,CAPITAL STAGE AG,2007,0
6350,CAPITAL STAGE AG,2008,0
6351,CAPITAL STAGE AG,2009,0
6352,CAPITAL STAGE AG,2010,3
6353,CAPITAL STAGE AG,2011,3
6354,CAPITAL STAGE AG,2012,4
6355,CAPITAL STAGE AG,2013,4
6356,CAPITAL STAGE AG,2014,0
6357,CAPITAL STAGE AG,2015,0
6358,CAPITAL STAGE AG,2016,0
6359,CAPITAL STAGE AG,2017,0
6360,ESSANELLE HAIR GROUP AG,2006,1
6361,ESSANELLE HAIR GROUP AG,2007,1
6362,ESSANELLE HAIR GROUP AG,2008,1
6363,ESSANELLE HAIR GROUP AG,2009,0
6364,ESSANELLE HAIR GROUP AG,2010,1
6365,ESSANELLE HAIR GROUP AG,2011,1
6366,ESSANELLE HAIR GROUP AG,2012,1
6367,ESSANELLE HAIR GROUP AG,2013,1
6368,INIT INNOVATION TRAFFIC SE,2006,0
6369,INIT INNOVATION TRAFFIC SE,2007,0
6370,INIT INNOVATION TRAFFIC SE,2008,0
6371,INIT INNOVATION TRAFFIC SE,2009,0
6372,INIT INNOVATION TRAFFIC SE,2010,0
6373,INIT INNOVATION TRAFFIC SE,2011,0
6374,INIT INNOVATION TRAFFIC SE,2012,0
6375,INIT INNOVATION TRAFFIC SE,2013,0
6376,INIT INNOVATION TRAFFIC SE,2014,0
6377,INIT INNOVATION TRAFFIC SE,2015,0
6378,INIT INNOVATION TRAFFIC SE,2016,0
6379,INIT INNOVATION TRAFFIC SE,2017,0
6380,INIT INNOVATION TRAFFIC SE,2018,0
6381,INIT INNOVATION TRAFFIC SE,2019,0
6382,PULSION MEDICAL SYSTEMS SE,2006,0
6383,PULSION MEDICAL SYSTEMS SE,2007,0
6384,PULSION MEDICAL SYSTEMS SE,2008,0
6385,PULSION MEDICAL SYSTEMS SE,2009,0
6386,PULSION MEDICAL SYSTEMS SE,2010,6
6387,PULSION MEDICAL SYSTEMS SE,2011,12
6388,PULSION MEDICAL SYSTEMS SE,2012,9
6389,PULSION MEDICAL SYSTEMS SE,2013,9
6390,PULSION MEDICAL SYSTEMS SE,2014,0
6391,PULSION MEDICAL SYSTEMS SE,2015,0
6392,PULSION MEDICAL SYSTEMS SE,2016,0
6393,PULSION MEDICAL SYSTEMS SE,2017,0
6394,PULSION MEDICAL SYSTEMS SE,2018,0
6395,PULSION MEDICAL SYSTEMS SE,2019,0
6396,SM WIRTSCHAFTSBERATUNGS AG,2006,0
6397,SM WIRTSCHAFTSBERATUNGS AG,2007,0
6398,SM WIRTSCHAFTSBERATUNGS AG,2008,0
6399,SM WIRTSCHAFTSBERATUNGS AG,2009,0
6400,SM WIRTSCHAFTSBERATUNGS AG,2010,0
6401,SM WIRTSCHAFTSBERATUNGS AG,2011,0
6402,SM WIRTSCHAFTSBERATUNGS AG,2012,0
6403,SM WIRTSCHAFTSBERATUNGS AG,2013,0
6404,SM WIRTSCHAFTSBERATUNGS AG,2014,0
6405,SM WIRTSCHAFTSBERATUNGS AG,2015,0
6406,SM WIRTSCHAFTSBERATUNGS AG,2016,0
6407,SM WIRTSCHAFTSBERATUNGS AG,2017,0
6408,SM WIRTSCHAFTSBERATUNGS AG,2018,0
6409,SM WIRTSCHAFTSBERATUNGS AG,2019,0
6410,SOFTSHIP AG,2006,0
6411,SOFTSHIP AG,2007,0
6412,SOFTSHIP AG,2008,0
6413,SOFTSHIP AG,2009,0
6414,SOFTSHIP AG,2010,0
6415,SOFTSHIP AG,2011,0
6416,SOFTSHIP AG,2012,0
6417,SOFTSHIP AG,2013,0
6418,SOFTSHIP AG,2014,0
6419,SOFTSHIP AG,2015,0
6420,SOFTSHIP AG,2016,0
6421,WOM - WORLD OF MEDICINE AG,2006,0
6422,WOM - WORLD OF MEDICINE AG,2007,0
6423,WOM - WORLD OF MEDICINE AG,2008,0
6424,WOM - WORLD OF MEDICINE AG,2009,0
6425,WOM - WORLD OF MEDICINE AG,2010,0
6426,WOM - WORLD OF MEDICINE AG,2011,0
6427,MS INDUSTRIE AG,2006,0
6428,MS INDUSTRIE AG,2007,0
6429,MS INDUSTRIE AG,2008,0
6430,MS INDUSTRIE AG,2009,0
6431,MS INDUSTRIE AG,2010,4
6432,MS INDUSTRIE AG,2011,4
6433,MS INDUSTRIE AG,2012,4
6434,MS INDUSTRIE AG,2013,6
6435,MS INDUSTRIE AG,2014,0
6436,MS INDUSTRIE AG,2015,2
6437,MS INDUSTRIE AG,2016,1
6438,MS INDUSTRIE AG,2017,1
6439,MS INDUSTRIE AG,2018,1
6440,MS INDUSTRIE AG,2019,1
6441,STRATEC SE,2006,0
6442,STRATEC SE,2007,0
6443,STRATEC SE,2008,0
6444,STRATEC SE,2009,0
6445,STRATEC SE,2010,6
6446,STRATEC SE,2011,10
6447,STRATEC SE,2012,8
6448,STRATEC SE,2013,7
6449,STRATEC SE,2014,0
6450,STRATEC SE,2015,0
6451,STRATEC SE,2016,0
6452,STRATEC SE,2017,0
6453,STRATEC SE,2018,0
6454,STRATEC SE,2019,0
6455,NOVAVISIONS AG - OLD,2006,0
6456,NOVAVISIONS AG - OLD,2007,0
6457,NOVAVISIONS AG - OLD,2008,0
6458,NOVAVISIONS AG - OLD,2009,0
6459,NOVAVISIONS AG - OLD,2010,0
6460,NOVAVISIONS AG - OLD,2011,0
6461,NOVAVISIONS AG - OLD,2012,0
6462,NOVAVISIONS AG - OLD,2013,0
6463,NOVAVISIONS AG - OLD,2014,0
6464,NOVAVISIONS AG - OLD,2015,0
6465,NOVAVISIONS AG - OLD,2016,0
6466,NOVAVISIONS AG - OLD,2017,0
6467,VIVACON AG,2006,0
6468,VIVACON AG,2007,0
6469,VIVACON AG,2008,0
6470,VIVACON AG,2009,0
6471,VIVACON AG,2010,3
6472,VIVACON AG,2011,2
6473,VIVACON AG,2012,1
6474,REPOWER SYSTEMS SE,2006,2
6475,REPOWER SYSTEMS SE,2007,2
6476,REPOWER SYSTEMS SE,2008,1
6477,REPOWER SYSTEMS SE,2009,1
6478,REPOWER SYSTEMS SE,2010,11
6479,REPOWER SYSTEMS SE,2012,0
6480,REPOWER SYSTEMS SE,2013,0
6481,REPOWER SYSTEMS SE,2014,0
6482,REPOWER SYSTEMS SE,2015,0
6483,AAREAL BANK AG,2006,3
6484,AAREAL BANK AG,2007,1
6485,AAREAL BANK AG,2008,1
6486,AAREAL BANK AG,2009,1
6487,AAREAL BANK AG,2010,19
6488,AAREAL BANK AG,2011,17
6489,AAREAL BANK AG,2012,18
6490,AAREAL BANK AG,2013,26
6491,AAREAL BANK AG,2014,2
6492,AAREAL BANK AG,2015,3
6493,AAREAL BANK AG,2016,1
6494,AAREAL BANK AG,2017,1
6495,AAREAL BANK AG,2018,1
6496,AAREAL BANK AG,2019,0
6497,LOGINET3 AG,2006,0
6498,LOGINET3 AG,2007,0
6499,LOGINET3 AG,2008,0
6500,TIG THEMIS INDUSTRIES GROUP,2006,0
6501,TIG THEMIS INDUSTRIES GROUP,2007,0
6502,TIG THEMIS INDUSTRIES GROUP,2008,0
6503,TIG THEMIS INDUSTRIES GROUP,2009,0
6504,GBW AG,2006,0
6505,GBW AG,2007,0
6506,GBW AG,2008,0
6507,GBW AG,2009,0
6508,GBW AG,2010,2
6509,GBW AG,2011,2
6510,GBW AG,2012,2
6511,AIRE GMBH & CO KGAA,2006,0
6512,AIRE GMBH & CO KGAA,2007,0
6513,AIRE GMBH & CO KGAA,2008,0
6514,AIRE GMBH & CO KGAA,2009,0
6515,AIRE GMBH & CO KGAA,2010,0
6516,AIRE GMBH & CO KGAA,2011,0
6517,AIRE GMBH & CO KGAA,2012,0
6518,SOLAR-FABRIK AG,2006,0
6519,SOLAR-FABRIK AG,2007,0
6520,SOLAR-FABRIK AG,2008,0
6521,SOLAR-FABRIK AG,2009,0
6522,SOLAR-FABRIK AG,2010,6
6523,SOLAR-FABRIK AG,2011,5
6524,SOLAR-FABRIK AG,2012,9
6525,SOLAR-FABRIK AG,2013,8
6526,DATAPHARM NETSYSTEMS AG,2006,0
6527,AUREUM REALWERT AG,2006,0
6528,AUREUM REALWERT AG,2007,0
6529,AUREUM REALWERT AG,2008,0
6530,AUREUM REALWERT AG,2009,0
6531,AUREUM REALWERT AG,2010,0
6532,BREMER STRASSEN AG,2006,0
6533,BREMER STRASSEN AG,2007,0
6534,BREMER STRASSEN AG,2008,0
6535,BREMER STRASSEN AG,2009,0
6536,BREMER STRASSEN AG,2010,0
6537,BREMER STRASSEN AG,2011,0
6538,BREMER STRASSEN AG,2012,0
6539,BREMER STRASSEN AG,2013,0
6540,BREMER STRASSEN AG,2014,0
6541,BREMER STRASSEN AG,2015,0
6542,BREMER STRASSEN AG,2016,0
6543,BREMER STRASSEN AG,2017,0
6544,BREMER STRASSEN AG,2018,0
6545,BREMER STRASSEN AG,2019,0
6546,UNYLON AG,2006,0
6547,UNYLON AG,2007,0
6548,UNYLON AG,2008,0
6549,UNYLON AG,2009,0
6550,UNYLON AG,2010,0
6551,REGENBOGEN AG,2006,0
6552,REGENBOGEN AG,2007,0
6553,REGENBOGEN AG,2008,0
6554,REGENBOGEN AG,2009,0
6555,REGENBOGEN AG,2010,0
6556,REGENBOGEN AG,2011,0
6557,REGENBOGEN AG,2012,0
6558,REGENBOGEN AG,2013,0
6559,REGENBOGEN AG,2014,0
6560,REGENBOGEN AG,2015,0
6561,REGENBOGEN AG,2016,0
6562,REGENBOGEN AG,2017,0
6563,REGENBOGEN AG,2018,0
6564,REGENBOGEN AG,2019,0
6565,FASSON AG,2006,0
6566,FASSON AG,2007,0
6567,FASSON AG,2008,0
6568,FASSON AG,2009,0
6569,FASSON AG,2010,0
6570,FASSON AG,2011,0
6571,FASSON AG,2012,0
6572,FASSON AG,2013,0
6573,FASSON AG,2014,0
6574,HYRICAN INFORMATIONSSYSTME,2006,0
6575,HYRICAN INFORMATIONSSYSTME,2007,0
6576,HYRICAN INFORMATIONSSYSTME,2008,0
6577,HYRICAN INFORMATIONSSYSTME,2009,0
6578,HYRICAN INFORMATIONSSYSTME,2010,0
6579,HYRICAN INFORMATIONSSYSTME,2011,0
6580,HYRICAN INFORMATIONSSYSTME,2012,0
6581,HYRICAN INFORMATIONSSYSTME,2013,0
6582,HYRICAN INFORMATIONSSYSTME,2014,0
6583,HYRICAN INFORMATIONSSYSTME,2015,0
6584,HYRICAN INFORMATIONSSYSTME,2016,0
6585,HYRICAN INFORMATIONSSYSTME,2017,0
6586,HYRICAN INFORMATIONSSYSTME,2018,0
6587,HYRICAN INFORMATIONSSYSTME,2019,0
6588,DZ BANK AG,2006,1
6589,DZ BANK AG,2007,1
6590,DZ BANK AG,2008,1
6591,DZ BANK AG,2009,1
6592,DZ BANK AG,2010,26
6593,DZ BANK AG,2011,24
6594,DZ BANK AG,2012,27
6595,DZ BANK AG,2013,29
6596,DZ BANK AG,2014,0
6597,DZ BANK AG,2015,0
6598,DZ BANK AG,2016,1
6599,DZ BANK AG,2017,1
6600,DZ BANK AG,2018,0
6601,DZ BANK AG,2019,0
6602,DEUTSCHE POSTBANK AG,2006,1
6603,DEUTSCHE POSTBANK AG,2007,1
6604,DEUTSCHE POSTBANK AG,2008,1
6605,DEUTSCHE POSTBANK AG,2009,1
6606,DEUTSCHE POSTBANK AG,2010,24
6607,DEUTSCHE POSTBANK AG,2011,25
6608,DEUTSCHE POSTBANK AG,2012,30
6609,DEUTSCHE POSTBANK AG,2013,24
6610,DEUTSCHE POSTBANK AG,2014,1
6611,DEUTSCHE POSTBANK AG,2015,1
6612,DEUTSCHE POSTBANK AG,2016,0
6613,DEUTSCHE POSTBANK AG,2017,0
6614,BAUER AG,2006,0
6615,BAUER AG,2007,0
6616,BAUER AG,2008,0
6617,BAUER AG,2009,0
6618,BAUER AG,2010,27
6619,BAUER AG,2011,33
6620,BAUER AG,2012,29
6621,BAUER AG,2013,31
6622,BAUER AG,2014,0
6623,BAUER AG,2015,0
6624,BAUER AG,2016,0
6625,BAUER AG,2017,0
6626,BAUER AG,2018,0
6627,BAUER AG,2019,0
6628,TALANX AG,2006,0
6629,TALANX AG,2007,0
6630,TALANX AG,2008,1
6631,TALANX AG,2009,1
6632,TALANX AG,2010,17
6633,TALANX AG,2011,19
6634,TALANX AG,2012,37
6635,TALANX AG,2013,23
6636,TALANX AG,2014,0
6637,TALANX AG,2015,0
6638,TALANX AG,2016,0
6639,TALANX AG,2017,0
6640,TALANX AG,2018,0
6641,TALANX AG,2019,0
6642,BRENNTAG SE,2007,0
6643,BRENNTAG SE,2008,0
6644,BRENNTAG SE,2009,0
6645,BRENNTAG SE,2010,10
6646,BRENNTAG SE,2011,8
6647,BRENNTAG SE,2012,10
6648,BRENNTAG SE,2013,9
6649,BRENNTAG SE,2014,0
6650,BRENNTAG SE,2015,0
6651,BRENNTAG SE,2016,0
6652,BRENNTAG SE,2017,0
6653,BRENNTAG SE,2018,0
6654,BRENNTAG SE,2019,0
6655,AGOR AG,2006,0
6656,AGOR AG,2007,0
6657,SNP SCHNEIDER-NEUREITHER & P,2006,0
6658,SNP SCHNEIDER-NEUREITHER & P,2007,0
6659,SNP SCHNEIDER-NEUREITHER & P,2008,0
6660,SNP SCHNEIDER-NEUREITHER & P,2009,0
6661,SNP SCHNEIDER-NEUREITHER & P,2010,5
6662,SNP SCHNEIDER-NEUREITHER & P,2011,12
6663,SNP SCHNEIDER-NEUREITHER & P,2012,6
6664,SNP SCHNEIDER-NEUREITHER & P,2013,9
6665,SNP SCHNEIDER-NEUREITHER & P,2014,0
6666,SNP SCHNEIDER-NEUREITHER & P,2015,0
6667,SNP SCHNEIDER-NEUREITHER & P,2016,0
6668,SNP SCHNEIDER-NEUREITHER & P,2017,0
6669,SNP SCHNEIDER-NEUREITHER & P,2018,0
6670,SNP SCHNEIDER-NEUREITHER & P,2019,0
6671,DIEBOLD NIXDORF AG,2006,0
6672,DIEBOLD NIXDORF AG,2007,0
6673,DIEBOLD NIXDORF AG,2008,0
6674,DIEBOLD NIXDORF AG,2009,0
6675,DIEBOLD NIXDORF AG,2010,18
6676,DIEBOLD NIXDORF AG,2011,21
6677,DIEBOLD NIXDORF AG,2012,18
6678,DIEBOLD NIXDORF AG,2013,19
6679,DIEBOLD NIXDORF AG,2014,1
6680,DIEBOLD NIXDORF AG,2015,1
6681,DIEBOLD NIXDORF AG,2016,1
6682,DIEBOLD NIXDORF AG,2017,0
6683,DIEBOLD NIXDORF AG,2018,0
6684,SPORT1 MEDIEN AG,2006,0
6685,SPORT1 MEDIEN AG,2007,0
6686,SPORT1 MEDIEN AG,2008,0
6687,SPORT1 MEDIEN AG,2009,0
6688,SPORT1 MEDIEN AG,2010,12
6689,SPORT1 MEDIEN AG,2011,9
6690,SPORT1 MEDIEN AG,2012,9
6691,SPORT1 MEDIEN AG,2013,10
6692,SPORT1 MEDIEN AG,2014,0
6693,SPORT1 MEDIEN AG,2015,0
6694,SPORT1 MEDIEN AG,2016,0
6695,SPORT1 MEDIEN AG,2017,0
6696,SPORT1 MEDIEN AG,2018,0
6697,MIFA MITTELDEUTSCHE FAHRRAD,2006,0
6698,MIFA MITTELDEUTSCHE FAHRRAD,2007,0
6699,MIFA MITTELDEUTSCHE FAHRRAD,2008,0
6700,MIFA MITTELDEUTSCHE FAHRRAD,2009,0
6701,MIFA MITTELDEUTSCHE FAHRRAD,2010,2
6702,MIFA MITTELDEUTSCHE FAHRRAD,2011,2
6703,MIFA MITTELDEUTSCHE FAHRRAD,2012,3
6704,MIFA MITTELDEUTSCHE FAHRRAD,2013,3
6705,EPIGENOMICS AG,2006,0
6706,EPIGENOMICS AG,2007,0
6707,EPIGENOMICS AG,2008,0
6708,EPIGENOMICS AG,2009,0
6709,EPIGENOMICS AG,2010,7
6710,EPIGENOMICS AG,2011,9
6711,EPIGENOMICS AG,2012,10
6712,EPIGENOMICS AG,2013,8
6713,EPIGENOMICS AG,2014,0
6714,EPIGENOMICS AG,2015,0
6715,EPIGENOMICS AG,2016,0
6716,EPIGENOMICS AG,2017,0
6717,EPIGENOMICS AG,2018,0
6718,EPIGENOMICS AG,2019,0
6719,DEUTSCHE GRUNDSTUECKSAUKTIO,2006,0
6720,DEUTSCHE GRUNDSTUECKSAUKTIO,2007,0
6721,DEUTSCHE GRUNDSTUECKSAUKTIO,2008,0
6722,DEUTSCHE GRUNDSTUECKSAUKTIO,2009,0
6723,DEUTSCHE GRUNDSTUECKSAUKTIO,2010,0
6724,DEUTSCHE GRUNDSTUECKSAUKTIO,2011,0
6725,DEUTSCHE GRUNDSTUECKSAUKTIO,2012,0
6726,DEUTSCHE GRUNDSTUECKSAUKTIO,2013,0
6727,DEUTSCHE GRUNDSTUECKSAUKTIO,2014,0
6728,DEUTSCHE GRUNDSTUECKSAUKTIO,2015,0
6729,DEUTSCHE GRUNDSTUECKSAUKTIO,2016,0
6730,DEUTSCHE GRUNDSTUECKSAUKTIO,2017,0
6731,DEUTSCHE GRUNDSTUECKSAUKTIO,2018,0
6732,DEUTSCHE GRUNDSTUECKSAUKTIO,2019,0
6733,AG F HISTOR WERTP,2006,0
6734,AG F HISTOR WERTP,2007,0
6735,AG F HISTOR WERTP,2008,0
6736,AG F HISTOR WERTP,2009,0
6737,AG F HISTOR WERTP,2010,0
6738,AG F HISTOR WERTP,2011,0
6739,AG F HISTOR WERTP,2012,0
6740,AG F HISTOR WERTP,2013,0
6741,AG F HISTOR WERTP,2014,0
6742,AG F HISTOR WERTP,2015,0
6743,AG F HISTOR WERTP,2016,0
6744,AG F HISTOR WERTP,2017,0
6745,AG F HISTOR WERTP,2018,0
6746,AG F HISTOR WERTP,2019,0
6747,AG BAD NEUENAHR,2006,0
6748,AG BAD NEUENAHR,2007,0
6749,AG BAD NEUENAHR,2008,0
6750,SINO AG,2006,0
6751,SINO AG,2007,0
6752,SINO AG,2008,0
6753,SINO AG,2009,0
6754,SINO AG,2010,0
6755,SINO AG,2011,0
6756,SINO AG,2012,0
6757,SINO AG,2013,0
6758,SINO AG,2014,0
6759,SINO AG,2015,0
6760,SINO AG,2016,0
6761,SINO AG,2017,0
6762,SINO AG,2018,0
6763,SINO AG,2019,0
6764,INTICOM SYSTEMS AG,2006,0
6765,INTICOM SYSTEMS AG,2007,0
6766,INTICOM SYSTEMS AG,2008,0
6767,INTICOM SYSTEMS AG,2009,0
6768,INTICOM SYSTEMS AG,2010,6
6769,INTICOM SYSTEMS AG,2011,3
6770,INTICOM SYSTEMS AG,2012,4
6771,INTICOM SYSTEMS AG,2013,3
6772,INTICOM SYSTEMS AG,2014,0
6773,INTICOM SYSTEMS AG,2015,0
6774,INTICOM SYSTEMS AG,2016,0
6775,INTICOM SYSTEMS AG,2017,0
6776,INTICOM SYSTEMS AG,2018,0
6777,INTICOM SYSTEMS AG,2019,0
6778,VEM AKTIENBANK AG,2006,0
6779,VEM AKTIENBANK AG,2007,0
6780,VEM AKTIENBANK AG,2008,0
6781,VEM AKTIENBANK AG,2009,0
6782,VEM AKTIENBANK AG,2010,1
6783,VEM AKTIENBANK AG,2011,2
6784,VEM AKTIENBANK AG,2012,2
6785,VEM AKTIENBANK AG,2013,3
6786,VEM AKTIENBANK AG,2014,0
6787,VEM AKTIENBANK AG,2015,0
6788,VEM AKTIENBANK AG,2016,0
6789,CCR LOGISTICS SYSTEMS AG,2006,0
6790,CCR LOGISTICS SYSTEMS AG,2007,0
6791,CCR LOGISTICS SYSTEMS AG,2008,0
6792,CCR LOGISTICS SYSTEMS AG,2009,0
6793,CCR LOGISTICS SYSTEMS AG,2010,1
6794,CCR LOGISTICS SYSTEMS AG,2011,1
6795,CCR LOGISTICS SYSTEMS AG,2012,2
6796,CCR LOGISTICS SYSTEMS AG,2013,2
6797,CCR LOGISTICS SYSTEMS AG,2014,0
6798,PHOENIX SOLAR AG,2006,0
6799,PHOENIX SOLAR AG,2007,0
6800,PHOENIX SOLAR AG,2008,0
6801,PHOENIX SOLAR AG,2009,0
6802,PHOENIX SOLAR AG,2010,15
6803,PHOENIX SOLAR AG,2011,12
6804,PHOENIX SOLAR AG,2012,13
6805,PHOENIX SOLAR AG,2013,7
6806,PHOENIX SOLAR AG,2014,0
6807,PHOENIX SOLAR AG,2015,0
6808,PHOENIX SOLAR AG,2016,0
6809,LANXESS AG,2006,0
6810,LANXESS AG,2007,0
6811,LANXESS AG,2008,0
6812,LANXESS AG,2009,0
6813,LANXESS AG,2010,30
6814,LANXESS AG,2011,27
6815,LANXESS AG,2012,28
6816,LANXESS AG,2013,33
6817,LANXESS AG,2014,2
6818,LANXESS AG,2015,2
6819,LANXESS AG,2016,1
6820,LANXESS AG,2017,1
6821,LANXESS AG,2018,1
6822,LANXESS AG,2019,0
6823,SKY DEUTSCHLAND AG,2006,0
6824,SKY DEUTSCHLAND AG,2007,0
6825,SKY DEUTSCHLAND AG,2008,0
6826,SKY DEUTSCHLAND AG,2009,0
6827,SKY DEUTSCHLAND AG,2010,14
6828,SKY DEUTSCHLAND AG,2011,16
6829,SKY DEUTSCHLAND AG,2012,14
6830,SKY DEUTSCHLAND AG,2013,16
6831,SKY DEUTSCHLAND AG,2014,0
6832,SKY DEUTSCHLAND AG,2015,0
6833,CONERGY AG,2006,0
6834,CONERGY AG,2007,0
6835,CONERGY AG,2008,0
6836,CONERGY AG,2009,0
6837,CONERGY AG,2010,19
6838,CONERGY AG,2011,20
6839,CONERGY AG,2012,11
6840,PAION AG,2006,0
6841,PAION AG,2007,0
6842,PAION AG,2008,0
6843,PAION AG,2009,0
6844,PAION AG,2010,3
6845,PAION AG,2011,4
6846,PAION AG,2012,6
6847,PAION AG,2013,3
6848,PAION AG,2014,0
6849,PAION AG,2015,0
6850,PAION AG,2016,0
6851,PAION AG,2017,0
6852,PAION AG,2018,0
6853,PAION AG,2019,0
6854,HELIAD EQUITY PARTNERS GMBH,2006,0
6855,HELIAD EQUITY PARTNERS GMBH,2007,0
6856,HELIAD EQUITY PARTNERS GMBH,2008,0
6857,HELIAD EQUITY PARTNERS GMBH,2009,0
6858,HELIAD EQUITY PARTNERS GMBH,2010,1
6859,HELIAD EQUITY PARTNERS GMBH,2011,1
6860,HELIAD EQUITY PARTNERS GMBH,2012,2
6861,HELIAD EQUITY PARTNERS GMBH,2013,3
6862,HELIAD EQUITY PARTNERS GMBH,2014,0
6863,HELIAD EQUITY PARTNERS GMBH,2015,0
6864,HELIAD EQUITY PARTNERS GMBH,2016,0
6865,HELIAD EQUITY PARTNERS GMBH,2017,0
6866,HELIAD EQUITY PARTNERS GMBH,2018,0
6867,HELIAD EQUITY PARTNERS GMBH,2019,0
6868,KLASSIK RADIO AG,2006,0
6869,KLASSIK RADIO AG,2007,0
6870,KLASSIK RADIO AG,2008,0
6871,KLASSIK RADIO AG,2009,0
6872,KLASSIK RADIO AG,2010,4
6873,KLASSIK RADIO AG,2011,3
6874,KLASSIK RADIO AG,2012,4
6875,KLASSIK RADIO AG,2013,4
6876,KLASSIK RADIO AG,2014,0
6877,KLASSIK RADIO AG,2015,0
6878,KLASSIK RADIO AG,2016,0
6879,KLASSIK RADIO AG,2017,0
6880,KLASSIK RADIO AG,2018,0
6881,KLASSIK RADIO AG,2019,0
6882,SOLARPARC AG,2006,0
6883,SOLARPARC AG,2007,0
6884,SOLARPARC AG,2008,0
6885,SOLARPARC AG,2009,0
6886,SOLARPARC AG,2010,3
6887,SOLARPARC AG,2011,3
